Id,Time(seconds),Time(text),Latitude,Longitude,FlightMode,Altitude(feet),Altitude(meters),HSpeed(mph),HSpeed(m/s),GpsSpeed(mph),GpsSpeed(m/s),HomeDistance(feet),HomeDistance(meters),HomeLatitude,HomeLongitude,GpsCount,GpsLevel,BatteryPower(%),BatteryVoltage,BatteryVoltageDeviation,BatteryCell1Voltage,BatteryCell2Voltage,BatteryCell3Voltage,BatteryCell4Voltage,VelocityX,VelocityY,VelocityZ,Pitch,Roll,Yaw,Yaw(360),RcAileron,RcElevator,RcGyro,RcRudder,RcThrottle,NonGpsError,GoHomeStatus,AppTip,AppWarning,AppMessage
661,76.3,1m 16.3s,-26.91168236,-49.03361313,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,66.1,20.2,-26.91155751,-49.03376056,18,5,45,13.757,0.113,3.388,3.453,3.415,3.501,0,0,0,3.4,-1,-177.2,182.8,1024,1024,1024,1024,1024,,,,,
662,76.5,1m 16.5s,-26.91168231,-49.03361318,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,66.1,20.2,-26.91155751,-49.03376056,18,5,45,13.757,0.113,3.388,3.453,3.415,3.501,0,0,0,3.3,-1.4,-177,183,1024,1024,1024,1024,1024,,,,,
663,76.6,1m 16.6s,-26.91168229,-49.03361317,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,66.1,20.2,-26.91155751,-49.03376056,18,5,45,13.757,0.113,3.388,3.453,3.415,3.501,0,0,0,3.3,-1.6,-177,183,1024,1024,1024,1024,1024,,,,,
664,76.7,1m 16.7s,-26.91168217,-49.03361315,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,66.1,20.1,-26.91155751,-49.03376056,18,5,45,13.757,0.113,3.388,3.453,3.415,3.501,0,0,0,3.2,-1.6,-176.9,183.1,1024,1024,1024,1024,1024,,,,,
665,76.9,1m 16.9s,-26.9116821,-49.03361303,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,66.1,20.1,-26.91155751,-49.03376056,18,5,45,13.757,0.113,3.388,3.453,3.415,3.501,0,0,0,2.8,-1.3,-176.8,183.2,1024,1024,1024,1024,1024,,,,,
666,77,1m 17s,-26.91168211,-49.033613,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,66.1,20.1,-26.91155751,-49.03376056,18,5,45,13.757,0.113,3.388,3.453,3.415,3.501,0,0,0,2.7,-1.1,-176.9,183.1,1024,1024,1024,1024,1024,,,,,
667,77.1,1m 17.1s,-26.91168192,-49.03361294,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,66.1,20.1,-26.91155751,-49.03376056,18,5,45,13.788,0.104,3.399,3.461,3.425,3.503,0,0,0,2.9,-1,-176.9,183.1,1024,1024,1024,1126,1024,,,,,
668,77.3,1m 17.3s,-26.91168186,-49.03361283,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,66.1,20.1,-26.91155751,-49.03376056,18,5,45,13.788,0.104,3.399,3.461,3.425,3.503,0,0,0,2.6,-0.8,-175.6,184.4,1024,1024,1024,1262,1024,,,,,
669,77.4,1m 17.4s,-26.91168186,-49.03361288,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,66.1,20.1,-26.91155751,-49.03376056,18,5,45,13.788,0.104,3.399,3.461,3.425,3.503,0,0,0,2.6,-0.6,-173.8,186.2,1024,1024,1024,1234,1024,,,,,
670,77.5,1m 17.5s,-26.91168178,-49.0336128,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,66.1,20.1,-26.91155751,-49.03376056,18,5,45,13.788,0.104,3.399,3.461,3.425,3.503,0,0,0,2.7,-0.5,-171.9,188.1,1024,1024,1024,1163,1024,,,,,
671,77.7,1m 17.7s,-26.91168168,-49.03361277,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,66.1,20.1,-26.91155751,-49.03376056,18,5,45,13.788,0.104,3.399,3.461,3.425,3.503,0,0,0,2.9,-1.2,-169.6,190.4,1024,1024,1024,1024,1024,,,,,
672,77.8,1m 17.8s,-26.91168169,-49.03361276,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,66.1,20.1,-26.91155751,-49.03376056,18,5,45,13.788,0.104,3.399,3.461,3.425,3.503,0,0,0,2.8,-1.6,-169.3,190.7,1050,1024,1024,1024,1024,,,,,
673,77.9,1m 17.9s,-26.91168161,-49.03361273,P-GPS,58.7,17.9,0.0,0.0,NaN,NaN,66.0,20.1,-26.91155751,-49.03376056,18,5,45,13.788,0.104,3.399,3.461,3.425,3.503,0,0,0,2.7,-1.7,-169.2,190.8,1122,1024,1024,1024,1024,,,,,
674,78,1m 18s,-26.9116816,-49.03361271,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,66.0,20.1,-26.91155751,-49.03376056,18,5,45,13.788,0.104,3.399,3.461,3.425,3.503,0,0,0,2.8,-0.8,-169.3,190.7,1220,1024,1024,1024,1024,,,,,
675,78.2,1m 18.2s,-26.91168153,-49.03361273,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,66.0,20.1,-26.91155751,-49.03376056,18,5,45,13.788,0.104,3.399,3.461,3.425,3.503,0,0,0,3,4.5,-169.3,190.7,1262,1023,1024,1024,1024,,,,,
676,78.3,1m 18.3s,-26.91168142,-49.0336128,P-GPS,58.7,17.9,0.2,0.1,0.0,0.0,66.0,20.1,-26.91155751,-49.03376056,18,5,45,13.788,0.104,3.399,3.461,3.425,3.503,0,-0.1,0,3,6.5,-169.4,190.6,1272,1024,1024,1024,1024,,,,,
677,78.4,1m 18.4s,-26.9116814,-49.03361304,P-GPS,58.7,17.9,0.7,0.3,0.0,0.0,65.9,20.1,-26.91155751,-49.03376056,18,5,45,13.788,0.104,3.399,3.461,3.425,3.503,0,-0.3,0,3,7.3,-169.4,190.6,1307,1024,1024,1024,1024,,,,,
678,78.5,1m 18.5s,-26.91168136,-49.03361346,P-GPS,58.7,17.9,0.9,0.4,1.5,0.7,65.8,20.1,-26.91155751,-49.03376056,18,5,45,13.788,0.104,3.399,3.461,3.425,3.503,0,-0.4,0,3.1,7.8,-169.3,190.7,1297,1023,1024,1024,1024,,,,,
679,78.6,1m 18.6s,-26.91168132,-49.03361395,P-GPS,58.7,17.9,1.1,0.5,0.0,0.0,65.7,20.0,-26.91155751,-49.03376056,18,5,45,13.788,0.104,3.399,3.461,3.425,3.503,0,-0.5,0,3.1,8.7,-169.3,190.7,1277,1023,1024,1024,1024,,,,,
680,78.7,1m 18.7s,-26.91168116,-49.03361463,P-GPS,58.7,17.9,1.3,0.6,1.5,0.7,65.5,20.0,-26.91155751,-49.03376056,18,5,45,13.788,0.104,3.399,3.461,3.425,3.503,0,-0.6,0,3,8.8,-169.3,190.7,1176,1024,1024,1024,1024,,,,,
681,78.8,1m 18.8s,-26.91168107,-49.0336154,P-GPS,58.7,17.9,1.8,0.8,1.5,0.7,65.3,19.9,-26.91155751,-49.03376056,18,5,45,13.788,0.104,3.399,3.461,3.425,3.503,0.1,-0.8,0,3.1,7.4,-169.4,190.6,1024,1024,1024,1024,1024,,,,,
682,79,1m 19s,-26.91168087,-49.03361721,P-GPS,58.7,17.9,1.8,0.8,1.9,0.8,64.8,19.8,-26.91155751,-49.03376056,18,5,45,13.788,0.104,3.399,3.461,3.425,3.503,0.1,-0.8,0,3.2,0.1,-169.7,190.3,1024,1024,1024,1024,1024,,,,,
683,79.1,1m 19.1s,-26.9116807,-49.03361824,P-GPS,58.7,17.9,1.8,0.8,2.2,1.0,64.5,19.7,-26.91155751,-49.03376056,18,5,45,13.788,0.104,3.399,3.461,3.425,3.503,0.1,-0.8,0,3.1,-1.7,-169.8,190.2,1024,1024,1024,1024,1024,,,,,
684,79.2,1m 19.2s,-26.91168059,-49.03361909,P-GPS,58.7,17.9,1.8,0.8,2.1,0.9,64.3,19.6,-26.91155751,-49.03376056,18,5,45,13.766,0.109,3.395,3.451,3.416,3.504,0.1,-0.8,0,3.3,-3.1,-170,190,1024,1024,1024,1024,1024,,,,,
685,79.3,1m 19.3s,-26.91168039,-49.03362003,P-GPS,58.7,17.9,1.6,0.7,1.5,0.7,64.0,19.5,-26.91155751,-49.03376056,18,5,45,13.766,0.109,3.395,3.451,3.416,3.504,0.1,-0.7,0,3.6,-4.4,-170.1,189.9,1024,1024,1024,1024,1024,,,,,
686,79.4,1m 19.4s,-26.91168026,-49.03362075,P-GPS,58.7,17.9,1.4,0.6,1.8,0.8,63.8,19.5,-26.91155751,-49.03376056,18,5,45,13.766,0.109,3.395,3.451,3.416,3.504,0.1,-0.6,0,4,-5.5,-170.1,189.9,1024,1024,1024,1024,1024,,,,,
687,79.5,1m 19.5s,-26.91168008,-49.03362149,P-GPS,58.7,17.9,1.4,0.6,1.1,0.5,63.6,19.4,-26.91155751,-49.03376056,18,5,45,13.766,0.109,3.395,3.451,3.416,3.504,0.1,-0.6,0,3.8,-6.2,-170.1,189.9,1024,1024,1024,1024,1024,,,,,
688,79.7,1m 19.7s,-26.91167973,-49.03362283,P-GPS,58.7,17.9,0.9,0.4,1.7,0.8,63.2,19.3,-26.91155751,-49.03376056,18,5,45,13.766,0.109,3.395,3.451,3.416,3.504,0.1,-0.4,0,3.2,-6.9,-170.1,189.9,1024,1024,1024,949,1024,,,,,
689,79.8,1m 19.8s,-26.9116796,-49.03362324,P-GPS,58.7,17.9,0.7,0.3,1.0,0.4,63.1,19.2,-26.91155751,-49.03376056,18,5,45,13.766,0.109,3.395,3.451,3.416,3.504,0.1,-0.3,0,3,-6.5,-170,190,1024,1024,1024,949,1024,,,,,
690,79.9,1m 19.9s,-26.91167943,-49.03362369,P-GPS,58.7,17.9,0.5,0.2,0.0,0.0,62.9,19.2,-26.91155751,-49.03376056,18,5,45,13.766,0.109,3.395,3.451,3.416,3.504,0.1,-0.2,0,2.9,-5.8,-170.4,189.6,1024,1024,1024,806,1024,,,,,
691,80,1m 20s,-26.91167931,-49.03362392,P-GPS,58.7,17.9,0.3,0.1,0.0,0.0,62.8,19.2,-26.91155751,-49.03376056,18,5,45,13.766,0.109,3.395,3.451,3.416,3.504,0.1,-0.1,0,2.7,-5,-171.8,188.2,1024,1024,1024,812,1024,,,,,
692,80.2,1m 20.2s,-26.91167894,-49.03362423,P-GPS,58.7,17.9,0.2,0.1,0.7,0.3,62.7,19.1,-26.91155751,-49.03376056,18,5,45,13.766,0.109,3.395,3.451,3.416,3.504,0.1,0,0,2,-3.6,-175.2,184.8,1024,1024,1024,818,1024,,,,,
693,80.3,1m 20.3s,-26.91167883,-49.0336242,P-GPS,58.7,17.9,0.2,0.1,0.0,0.0,62.7,19.1,-26.91155751,-49.03376056,18,5,45,13.745,0.119,3.381,3.449,3.415,3.5,0.1,0,0,1.7,-3,-177,183,1024,1024,1024,831,1024,,,,,
694,80.6,1m 20.6s,-26.91167862,-49.03362405,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,62.6,19.1,-26.91155751,-49.03376056,18,5,45,13.745,0.119,3.381,3.449,3.415,3.5,0,0,0,1.5,-1.3,178.2,178.2,1024,1024,1024,849,1024,,,,,
695,80.7,1m 20.7s,-26.9116786,-49.03362392,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,62.7,19.1,-26.91155751,-49.03376056,18,5,45,13.745,0.119,3.381,3.449,3.415,3.5,0,0,0,1.5,-0.5,176.8,176.8,1024,1024,1024,851,1024,,,,,
696,80.8,1m 20.8s,-26.91167856,-49.03362386,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,62.7,19.1,-26.91155751,-49.03376056,18,5,45,13.745,0.119,3.381,3.449,3.415,3.5,0,0,0,1.8,-0.1,175.5,175.5,1024,1024,1024,853,1024,,,,,
697,80.9,1m 20.9s,-26.91167847,-49.03362368,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,62.7,19.1,-26.91155751,-49.03376056,18,5,45,13.745,0.119,3.381,3.449,3.415,3.5,0,0,0,2.1,-0.2,174.2,174.2,1024,1024,1024,858,1024,,,,,
698,81,1m 21s,-26.9116785,-49.0336237,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,62.7,19.1,-26.91155751,-49.03376056,18,5,45,13.745,0.119,3.381,3.449,3.415,3.5,0,0,0,2.2,-0.4,172.9,172.9,1024,1024,1024,871,1024,,,,,
699,81.1,1m 21.1s,-26.9116784,-49.0336234,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,62.7,19.1,-26.91155751,-49.03376056,18,5,45,13.745,0.119,3.381,3.449,3.415,3.5,0,0,0,2.2,-0.5,171.7,171.7,1024,1024,1024,895,1024,,,,,
700,81.2,1m 21.2s,-26.91167841,-49.03362345,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,62.7,19.1,-26.91155751,-49.03376056,18,5,45,13.745,0.119,3.381,3.449,3.415,3.5,0,0,0,2,-0.3,170.5,170.5,1024,1024,1024,946,1024,,,,,
701,81.3,1m 21.3s,-26.91167841,-49.03362339,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,62.7,19.1,-26.91155751,-49.03376056,18,5,45,13.745,0.119,3.381,3.449,3.415,3.5,0,0,0,2,-0.4,169.3,169.3,1024,1024,1024,958,1024,,,,,
702,81.4,1m 21.4s,-26.9116784,-49.03362334,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,62.7,19.1,-26.91155751,-49.03376056,18,5,44,13.79,0.1,3.401,3.464,3.424,3.501,0,0,0,1.9,-0.2,168.6,168.6,1024,1024,1024,1022,1024,,,,,
703,81.5,1m 21.5s,-26.91167841,-49.0336232,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,62.8,19.1,-26.91155751,-49.03376056,18,5,44,13.79,0.1,3.401,3.464,3.424,3.501,0,0,0,1.7,-0.2,168.2,168.2,1024,1024,1024,1024,1024,,,,,
704,81.6,1m 21.6s,-26.91167841,-49.03362326,P-GPS,58.7,17.9,0.0,0.0,0.0,0.0,62.8,19.1,-26.91155751,-49.03376056,18,5,44,13.79,0.1,3.401,3.464,3.424,3.501,0,0,0,1.8,-0.2,168,168,1024,1024,1024,1024,1024,,,,,
705,81.7,1m 21.7s,-26.91167823,-49.03362319,P-GPS,58.4,17.8,0.0,0.0,0.0,0.0,62.7,19.1,-26.91155751,-49.03376056,18,5,44,13.79,0.1,3.401,3.464,3.424,3.501,0,0,0,2,-0.4,167.9,167.9,1024,1024,1024,1024,1024,,,,,
706,81.9,1m 21.9s,-26.91167814,-49.03362335,P-GPS,58.4,17.8,0.2,0.1,1.1,0.5,62.7,19.1,-26.91155751,-49.03376056,18,5,44,13.79,0.1,3.401,3.464,3.424,3.501,0,-0.1,0,1.6,-0.7,167.7,167.7,1024,1024,1024,890,1024,,,,,
707,82,1m 22s,-26.91167815,-49.03362342,P-GPS,58.4,17.8,0.2,0.1,0.0,0.0,62.7,19.1,-26.91155751,-49.03376056,18,5,44,13.79,0.1,3.401,3.464,3.424,3.501,0,-0.1,0,1.3,-0.9,167.3,167.3,1024,1024,1024,752,1024,,,,,
708,82.1,1m 22.1s,-26.91167805,-49.03362366,P-GPS,58.4,17.8,0.2,0.1,0.0,0.0,62.6,19.1,-26.91155751,-49.03376056,18,5,44,13.79,0.1,3.401,3.464,3.424,3.501,0,-0.1,0,1.1,-1.2,165.6,165.6,1024,1024,1024,685,1021,,,,,
709,82.2,1m 22.2s,-26.91167805,-49.03362375,P-GPS,58.4,17.8,0.2,0.1,0.0,0.0,62.6,19.1,-26.91155751,-49.03376056,18,5,44,13.79,0.1,3.401,3.464,3.424,3.501,0,-0.1,0,0.9,-1.6,162.5,162.5,1024,1024,1024,761,1024,,,,,
710,82.3,1m 22.3s,-26.91167805,-49.03362397,P-GPS,58.4,17.8,0.2,0.1,0.0,0.0,62.5,19.1,-26.91155751,-49.03376056,18,5,44,13.79,0.1,3.401,3.464,3.424,3.501,0,-0.1,0,0.7,-1.7,159,159,1024,1024,1024,891,1024,,,,,
711,82.4,1m 22.4s,-26.91167803,-49.03362414,P-GPS,58.4,17.8,0.2,0.1,1.1,0.5,62.5,19.0,-26.91155751,-49.03376056,18,5,44,13.842,0.099,3.411,3.477,3.444,3.51,0,-0.1,0,0.7,-1.9,156.8,156.8,1024,1024,1024,901,1024,,,,,
712,82.6,1m 22.6s,-26.91167792,-49.03362449,P-GPS,58.4,17.8,0.2,0.1,1.1,0.5,62.4,19.0,-26.91155751,-49.03376056,18,5,44,13.842,0.099,3.411,3.477,3.444,3.51,0,-0.1,0,0,-2.2,154.1,154.1,1024,1024,1024,1023,1024,,,,,
713,82.7,1m 22.7s,-26.91167782,-49.03362468,P-GPS,58.4,17.8,0.2,0.1,0.0,0.0,62.3,19.0,-26.91155751,-49.03376056,18,5,44,13.842,0.099,3.411,3.477,3.444,3.51,0,-0.1,0,-0.3,-2,153.6,153.6,1024,1024,1024,1024,1024,,,,,
714,82.8,1m 22.8s,-26.91167781,-49.03362486,P-GPS,58.4,17.8,0.2,0.1,0.0,0.0,62.2,19.0,-26.91155751,-49.03376056,18,5,44,13.842,0.099,3.411,3.477,3.444,3.51,0,-0.1,0,-0.7,-2.1,153.1,153.1,1024,1024,1024,1024,1024,,,,,
715,82.9,1m 22.9s,-26.91167774,-49.03362508,P-GPS,58.4,17.8,0.4,0.2,0.0,0.0,62.2,19.0,-26.91155751,-49.03376056,18,5,44,13.842,0.099,3.411,3.477,3.444,3.51,0,-0.2,0,-1,-2.1,152.6,152.6,1024,1024,1024,1024,999,,,,,
716,83,1m 23s,-26.91167773,-49.03362536,P-GPS,58.4,17.8,0.4,0.2,1.1,0.5,62.1,18.9,-26.91155751,-49.03376056,18,5,44,13.842,0.099,3.411,3.477,3.444,3.51,0,-0.2,0,-1.2,-2.2,152.1,152.1,1024,1024,1024,1024,928,,,,,
717,83.1,1m 23.1s,-26.91167767,-49.03362547,P-GPS,58.4,17.8,0.4,0.2,1.1,0.5,62.1,18.9,-26.91155751,-49.03376056,17,5,44,13.842,0.099,3.411,3.477,3.444,3.51,0,-0.2,0,-1.2,-2.7,151.7,151.7,1024,1024,1024,1024,872,,,,,
718,83.3,1m 23.3s,-26.91167757,-49.03362592,P-GPS,58.4,17.8,0.2,0.1,0.0,0.0,61.9,18.9,-26.91155751,-49.03376056,18,5,44,13.842,0.099,3.411,3.477,3.444,3.51,0,-0.1,0,-1.1,-3.8,151.1,151.1,1024,1024,1024,1024,900,,,,,
719,83.4,1m 23.4s,-26.91167756,-49.03362608,P-GPS,58.4,17.8,0.2,0.1,0.7,0.3,61.9,18.9,-26.91155751,-49.03376056,18,5,44,13.842,0.099,3.411,3.477,3.444,3.51,0,-0.1,0.1,-0.8,-4.3,150.8,150.8,1024,1024,1024,1024,1024,,,,,
720,83.6,1m 23.6s,-26.91167737,-49.03362617,P-GPS,58.1,17.7,0.0,0.0,0.0,0.0,61.8,18.8,-26.91155751,-49.03376056,18,5,44,13.873,0.099,3.418,3.485,3.453,3.517,0,0,0,-0.9,-4.2,150.5,150.5,1024,1024,1024,1023,1024,,,,,
721,83.7,1m 23.7s,-26.91167737,-49.03362617,P-GPS,58.1,17.7,0.0,0.0,0.0,0.0,61.8,18.8,-26.91155751,-49.03376056,18,5,44,13.873,0.099,3.418,3.485,3.453,3.517,0,0,0,-0.8,-3.7,150.4,150.4,1024,1024,1024,1024,1024,,,,,
722,83.8,1m 23.8s,-26.91167731,-49.0336262,P-GPS,58.1,17.7,0.0,0.0,0.0,0.0,61.8,18.8,-26.91155751,-49.03376056,18,5,44,13.873,0.099,3.418,3.485,3.453,3.517,0,0,0,-0.7,-3.1,150.5,150.5,1024,1024,1024,1024,1024,,,,,
723,84,1m 24s,-26.91167719,-49.03362615,P-GPS,58.1,17.7,0.0,0.0,0.0,0.0,61.8,18.8,-26.91155751,-49.03376056,18,5,44,13.873,0.099,3.418,3.485,3.453,3.517,0,0,0,-1.2,-2.8,150.6,150.6,1024,1024,1024,1024,1006,,,,,
724,84.1,1m 24.1s,-26.91167704,-49.03362603,P-GPS,58.1,17.7,0.0,0.0,0.0,0.0,61.8,18.8,-26.91155751,-49.03376056,18,5,44,13.873,0.099,3.418,3.485,3.453,3.517,0,0,0,-1.2,-2.8,150.7,150.7,1024,1024,1024,1024,1006,,,,,
725,84.2,1m 24.2s,-26.9116771,-49.03362608,P-GPS,58.1,17.7,0.0,0.0,0.0,0.0,61.8,18.8,-26.91155751,-49.03376056,18,5,44,13.873,0.099,3.418,3.485,3.453,3.517,0,0,0,-0.9,-2.9,150.8,150.8,1024,1024,1024,1024,926,,,,,
726,84.3,1m 24.3s,-26.91167703,-49.03362593,P-GPS,58.1,17.7,0.0,0.0,0.0,0.0,61.8,18.8,-26.91155751,-49.03376056,18,5,44,13.873,0.099,3.418,3.485,3.453,3.517,0,0,0,-0.7,-3,151,151,1024,1024,1024,1024,853,,,,,
727,84.4,1m 24.4s,-26.91167707,-49.03362588,P-GPS,58.1,17.7,0.0,0.0,0.0,0.0,61.8,18.8,-26.91155751,-49.03376056,18,5,44,13.873,0.099,3.418,3.485,3.453,3.517,0,0,0,-0.7,-3,151.1,151.1,1024,1024,1024,1022,811,,,,,
728,84.5,1m 24.5s,-26.91167698,-49.03362573,P-GPS,58.1,17.7,0.0,0.0,0.0,0.0,61.8,18.8,-26.91155751,-49.03376056,17,5,44,13.873,0.099,3.418,3.485,3.453,3.517,0,0,0.1,-0.6,-2.9,151.2,151.2,1024,1024,1024,1020,782,,,,,
729,84.6,1m 24.6s,-26.91167701,-49.03362568,P-GPS,57.7,17.6,0.0,0.0,0.0,0.0,61.8,18.9,-26.91155751,-49.03376056,17,5,44,13.873,0.099,3.418,3.485,3.453,3.517,0,0,0.2,-0.7,-2.8,151.2,151.2,1024,1024,1024,1008,766,,,,,
730,84.7,1m 24.7s,-26.91167694,-49.03362543,P-GPS,57.7,17.6,0.2,0.1,0.0,0.0,61.9,18.9,-26.91155751,-49.03376056,17,5,44,13.873,0.099,3.418,3.485,3.453,3.517,0,0.1,0.3,-0.7,-2.6,151.2,151.2,1024,1024,1024,1022,770,,,,,
731,84.8,1m 24.8s,-26.91167692,-49.03362539,P-GPS,57.4,17.5,0.2,0.1,0.0,0.0,61.9,18.9,-26.91155751,-49.03376056,17,5,44,13.873,0.099,3.418,3.485,3.453,3.517,0,0.1,0.3,-0.8,-2.3,151.3,151.3,1024,1024,1024,1019,766,,,,,
732,84.9,1m 24.9s,-26.91167695,-49.03362514,P-GPS,57.4,17.5,0.2,0.1,0.0,0.0,62.0,18.9,-26.91155751,-49.03376056,17,5,44,13.873,0.099,3.418,3.485,3.453,3.517,0,0.1,0.3,-0.6,-2,151.2,151.2,1024,1024,1024,1020,769,,,,,
733,85,1m 25s,-26.91167699,-49.033625,P-GPS,57.4,17.5,0.2,0.1,0.0,0.0,62.0,18.9,-26.91155751,-49.03376056,17,5,44,13.873,0.099,3.418,3.485,3.453,3.517,0,0.1,0.3,-0.2,-1.8,151.1,151.1,1024,1024,1024,1022,794,,,,,
734,85.1,1m 25.1s,-26.91167702,-49.03362474,P-GPS,57.1,17.4,0.2,0.1,0.0,0.0,62.1,18.9,-26.91155751,-49.03376056,17,5,44,13.873,0.099,3.418,3.485,3.453,3.517,0,0.1,0.4,0.1,-1.6,151,151,1024,1024,1024,1023,796,,,,,
735,85.2,1m 25.2s,-26.91167704,-49.03362456,P-GPS,57.1,17.4,0.2,0.1,0.0,0.0,62.1,18.9,-26.91155751,-49.03376056,17,5,44,13.873,0.099,3.418,3.485,3.453,3.517,0,0.1,0.3,0.3,-1.4,150.8,150.8,1024,1024,1024,1022,799,,,,,
736,85.4,1m 25.4s,-26.91167709,-49.03362412,P-GPS,56.8,17.3,0.2,0.1,0.0,0.0,62.2,19.0,-26.91155751,-49.03376056,17,5,44,13.873,0.099,3.418,3.485,3.453,3.517,0,0.1,0.3,0.4,-1.1,150.6,150.6,1024,1024,1024,1022,797,,,,,
737,85.5,1m 25.5s,-26.91167714,-49.03362396,P-GPS,56.8,17.3,0.2,0.1,0.0,0.0,62.3,19.0,-26.91155751,-49.03376056,17,5,44,13.873,0.099,3.418,3.485,3.453,3.517,0,0.1,0.3,0.4,-0.9,150.6,150.6,1024,1024,1024,1021,807,,,,,
738,85.6,1m 25.6s,-26.9116772,-49.03362381,P-GPS,56.4,17.2,0.2,0.1,0.0,0.0,62.3,19.0,-26.91155751,-49.03376056,17,5,44,13.831,0.113,3.404,3.467,3.443,3.517,0,0.1,0.3,0.2,-0.5,150.7,150.7,1024,1024,1024,1022,814,,,,,
739,85.7,1m 25.7s,-26.91167729,-49.0336237,P-GPS,56.4,17.2,0.2,0.1,1.1,0.5,62.4,19.0,-26.91155751,-49.03376056,17,5,44,13.831,0.113,3.404,3.467,3.443,3.517,0,0.1,0.3,0.2,-0.2,150.8,150.8,1024,1024,1024,1022,815,,,,,
740,85.8,1m 25.8s,-26.91167736,-49.03362356,P-GPS,56.1,17.1,0.3,0.1,0.0,0.0,62.4,19.0,-26.91155751,-49.03376056,17,5,44,13.831,0.113,3.404,3.467,3.443,3.517,-0.1,0.1,0.3,0.4,-0.2,151,151,1024,1024,1024,1022,792,,,,,
741,85.9,1m 25.9s,-26.91167747,-49.03362333,P-GPS,56.1,17.1,0.3,0.1,0.0,0.0,62.5,19.1,-26.91155751,-49.03376056,18,5,44,13.831,0.113,3.404,3.467,3.443,3.517,-0.1,0.1,0.3,0.4,-0.3,151.1,151.1,1024,1024,1024,1023,790,,,,,
742,86,1m 26s,-26.9116776,-49.03362321,P-GPS,55.8,17.0,0.3,0.1,0.0,0.0,62.6,19.1,-26.91155751,-49.03376056,18,5,44,13.831,0.113,3.404,3.467,3.443,3.517,-0.1,0.1,0.3,0.6,-0.5,151.2,151.2,1024,1024,1024,1023,788,,,,,
743,86.1,1m 26.1s,-26.91167779,-49.03362318,P-GPS,55.8,17.0,0.3,0.1,0.0,0.0,62.6,19.1,-26.91155751,-49.03376056,18,5,44,13.831,0.113,3.404,3.467,3.443,3.517,-0.1,0.1,0.3,0.8,-0.8,151.1,151.1,1024,1024,1024,1023,791,,,,,
744,86.2,1m 26.2s,-26.91167794,-49.03362306,P-GPS,55.8,17.0,0.3,0.1,0.0,0.0,62.7,19.1,-26.91155751,-49.03376056,18,5,44,13.831,0.113,3.404,3.467,3.443,3.517,-0.1,0.1,0.3,0.9,-0.8,151.1,151.1,1024,1024,1024,1024,804,,,,,
745,86.3,1m 26.3s,-26.91167809,-49.03362288,P-GPS,55.4,16.9,0.3,0.1,0.0,0.0,62.8,19.1,-26.91155751,-49.03376056,18,5,44,13.831,0.113,3.404,3.467,3.443,3.517,-0.1,0.1,0.3,1,-1,151.2,151.2,1024,1024,1024,1024,809,,,,,
746,86.4,1m 26.4s,-26.91167824,-49.03362276,P-GPS,55.4,16.9,0.5,0.2,0.0,0.0,62.8,19.2,-26.91155751,-49.03376056,18,5,44,13.831,0.113,3.404,3.467,3.443,3.517,-0.2,0.1,0.3,1,-0.9,151.3,151.3,1024,1024,1024,1024,816,,,,,
747,86.5,1m 26.5s,-26.91167845,-49.03362266,P-GPS,55.4,16.9,0.5,0.2,0.0,0.0,62.9,19.2,-26.91155751,-49.03376056,18,5,44,13.831,0.113,3.404,3.467,3.443,3.517,-0.2,0.1,0.3,1.4,-0.8,151.3,151.3,1024,1024,1024,1024,816,,,,,
748,86.6,1m 26.6s,-26.91167864,-49.03362254,P-GPS,55.4,16.9,0.5,0.2,0.0,0.0,63.0,19.2,-26.91155751,-49.03376056,18,5,44,13.818,0.101,3.409,3.468,3.431,3.51,-0.2,0.1,0.3,1.7,-0.9,151.3,151.3,1024,1024,1024,1024,816,,,,,
